"gene_symbol","stouffer_z","stouffer_p","stouffer_fdr"
"SAR1A",-2.61687950859525,0.00887376590647374,0.717209079734995
"SH3GLB1",2.61168223020522,0.00900979562261696,0.723683862087141
"GLYCTK",-2.61005383197347,0.00905279757345026,0.723683862087141
"PCBP2",2.60881816444047,0.009085550670308,0.723683862087141
"ARHGAP5",2.60443500115769,0.00920258744139059,0.724607042599644
"COL6A1",-2.60378999631081,0.00921992310094306,0.724607042599644
"NPEPPS",2.60345332044245,0.009228983439224,0.724607042599644
"EIF2S3",2.59458332206896,0.0094705655184068,0.729829325592314
"MAPK1IP1L",2.59274128898318,0.00952143649507868,0.729829325592314
"UCKL1",-2.59267632855912,0.00952323493106141,0.729829325592314
"ARRB1",-2.59187036550263,0.00954557330837633,0.729829325592314
"UBR1",2.59130428022914,0.00956129106430824,0.729829325592314
"SBNO1",2.58635593164074,0.00969967099006892,0.729829325592314
"GALM",-2.5839341469747,0.00976804430470973,0.729829325592314
"TIAM2",2.58157159239617,0.00983515896701587,0.729829325592314
"BTBD7",2.58047558941228,0.00986643314374357,0.729829325592314
"USO1",2.57730840025418,0.0099573066793383,0.729829325592314
"MLH3",2.57633522361612,0.00998537858141597,0.729829325592314
"RSRC2",2.57630551944987,0.00998623652462892,0.729829325592314
"STAG2",2.57547232005969,0.010010328526778,0.729829325592314
"PHTF2",-2.57527397587216,0.0100160712818531,0.729829325592314
"PIAS1",2.57472004537076,0.0100321250427694,0.729829325592314
"WWOX",-2.57409768226797,0.0100501894206844,0.729829325592314
"CISH",-2.57053051041879,0.0101542881825598,0.729829325592314
"SPNS1",-2.57011571478419,0.010166455022192,0.729829325592314
"G2E3",2.56686628177266,0.0102622177845791,0.729829325592314
"SLC7A11",2.56560300661585,0.0102996634834162,0.729829325592314
"CLN3",-2.56306807121071,0.0103751704705417,0.729829325592314
"UBE2G1",2.56064376011223,0.0104478427363305,0.729829325592314
"ADGRG6",2.55990663891855,0.0104700286273031,0.729829325592314
"KIF21A",2.55847533127907,0.0105132278978912,0.729829325592314
"CSNK1G2",-2.55633530770988,0.0105781131814315,0.729829325592314
"KRR1",2.55543176584676,0.0106056152425632,0.729829325592314
"CD40",-2.5520483840825,0.0107091645713708,0.729829325592314
"NEK1",2.54864874225292,0.0108141160108479,0.729829325592314
"CCR5",-2.54763267400419,0.0108456603500327,0.729829325592314
"SLC25A13",-2.54559428270876,0.010909189934085,0.729829325592314
"TAPT1",2.54497105801205,0.0109286795912418,0.729829325592314
"RBM12B",2.54288571563261,0.010994118181637,0.729829325592314
"ISCA1",-2.54287311164832,0.0109945147542055,0.729829325592314
"CEP70",2.54212528330375,0.011018067234985,0.729829325592314
"WNK1",2.54116198134418,0.0110484720080737,0.729829325592314
"VEGFA",2.54114921970277,0.0110488753045402,0.729829325592314
"KPNB1",2.53961433115841,0.0110974767099342,0.729829325592314
"SOS2",2.53924804009994,0.0111091031470144,0.729829325592314
"IFNAR1",2.53719106403299,0.0111745947944392,0.729829325592314
"MARCH2",-2.53644886749083,0.0111983094940464,0.729829325592314
"HELZ2",-2.53478101362093,0.0112517639865421,0.729829325592314
"AKT2",-2.53421070421159,0.0112700942443835,0.729829325592314
"MPP5",2.53420215107154,0.0112703693517073,0.729829325592314
"ZBTB41",2.53149994778754,0.0113575834352143,0.729829325592314
"ABHD18",2.5314856405305,0.0113580467945872,0.729829325592314
"GXYLT1",2.52986378351588,0.01141068167721,0.729829325592314
"PPDPF",-2.52910066510246,0.0114355223373044,0.729829325592314
"SCOC",2.52827085176626,0.0114625884840394,0.729829325592314
"PRMT5",2.52787382995056,0.0114755583029106,0.729829325592314
"SASH3",-2.52653097536538,0.0115195229561077,0.729829325592314
"TRAC",-2.52551225705055,0.0115529751321927,0.729829325592314
"ATG2B",2.52222541761817,0.011661495278251,0.733873031098484
"RBM18",2.52048922747455,0.0117191825390176,0.734699169974607
"ERLIN2",2.51107185850171,0.01203651928366,0.751735340715856
"AGPS",2.50651119416811,0.0121929196785873,0.758464620706849
"MECP2",2.50525632205661,0.0122362681409523,0.758464620706849
"ZNF268",2.49672103674981,0.0125347521838299,0.768909353012491
"NLN",2.49643716718754,0.0125447890999084,0.768909353012491
"SLC30A9",2.49560949248517,0.0125740942353221,0.768909353012491
"INSIG1",-2.49418067743393,0.0126248263478628,0.768909353012491
"PNPLA2",-2.49124672683324,0.0127295688354443,0.768909353012491
"TCEAL9",2.49029815549326,0.0127635971230002,0.768909353012491
"ZNF394",-2.48951044369273,0.0127919160210902,0.768909353012491
"RLIM",2.488743853901,0.012819528936964,0.768909353012491
"WHSC1L1",2.48694799053301,0.0128844233703979,0.768909353012491
"ATF1",2.48665895221201,0.0128948950265252,0.768909353012491
"ALDH6A1",2.48602878240773,0.0129177517457824,0.768909353012491
"RANBP3",-2.4845025365704,0.0129732583910819,0.769435555223593
"FKBP11",-2.47825974285641,0.0132024994051831,0.778254727168883
"RSL24D1",2.47788539883117,0.0132163587825866,0.778254727168883
"RCAN1",-2.47656003925967,0.0132655311535391,0.77837038313008
"ARHGAP29",2.46772921163773,0.0135973136918264,0.788340353396462
"UPF3B",2.46660823517457,0.0136399498887435,0.788340353396462
"MFSD12",-2.465756875377,0.0136724101118693,0.788340353396462
"AMFR",-2.46482629136822,0.0137079689910321,0.788340353396462
"MOXD1",-2.46467309555271,0.0137138306347936,0.788340353396462
"POLR2L",-2.46445121623879,0.0137223242009209,0.788340353396462
"USP46",2.45864143610181,0.0139463830220277,0.792921546188451
