"gene_symbol","dir_GSE104645","dir_GSE28702","dir_GSE72970","dir_GSE69657","dir_GSE39582","n_cohorts","n_concordant","direction_consensus","concordance"
"ZNF205-AS1","up","down","down","up","down",5,3,"down","3/5"
"ZNF207","down","up","down","up","down",5,3,"down","3/5"
"ZNF208","up","down","down","down","up",5,3,"down","3/5"
"ZNF211","down","up","up","down","up",5,3,"up","3/5"
"ZNF212","up","up","down","down","down",5,3,"down","3/5"
"ZNF213","down","down","up","up","down",5,3,"down","3/5"
"ZNF213-AS1",NA,"down","up","down","down",4,3,"down","3/4"
"ZNF214","down","up","down","up","up",5,3,"up","3/5"
"ZNF215","down","down","up","up","up",5,3,"up","3/5"
"ZNF217","down","up","down","up","up",5,3,"up","3/5"
"ZNF219","down","down","up","up","down",5,3,"down","3/5"
"ZNF22","down","up","up","up","down",5,3,"up","3/5"
"ZNF221","down","up","up","down","down",5,3,"down","3/5"
"ZNF222","down","up","up","down","down",5,3,"down","3/5"
"ZNF223","up","up","up","up","up",5,5,"up","5/5"
"ZNF224","up","up","down","down","down",5,3,"down","3/5"
"ZNF225","down","up","up","down","down",5,3,"down","3/5"
"ZNF226","down","up","up","down","down",5,3,"down","3/5"
"ZNF227","up","up","up","up","down",5,4,"up","4/5"
"ZNF229","up","down","up","down","down",5,3,"down","3/5"
"ZNF23","down","up","down","down","up",5,3,"down","3/5"
"ZNF230","down","up","down","down","down",5,4,"down","4/5"
"ZNF232","down","up","down","down","up",5,3,"down","3/5"
"ZNF233","up","up","up","down","up",5,4,"up","4/5"
"ZNF234","up","up","up","up","down",5,4,"up","4/5"
"ZNF235","down","up","up","up","up",5,4,"up","4/5"
"ZNF236","up","up","down","down","up",5,3,"up","3/5"
"ZNF239","up","up","down","up","up",5,4,"up","4/5"
"ZNF24","up","down","down","up","up",5,3,"up","3/5"
"ZNF248","down","up","down","down","up",5,3,"down","3/5"
"ZNF25","down","up","down","down","up",5,3,"down","3/5"
"ZNF250","up","up","down","up","down",5,3,"up","3/5"
"ZNF251","up","up","down","up","up",5,4,"up","4/5"
"ZNF252P","down","up","down","up","up",5,3,"up","3/5"
"ZNF252P-AS1","down","up","down","up","up",5,3,"up","3/5"
"ZNF253","down","up","down","up","down",5,3,"down","3/5"
"ZNF254","down","up","down","down","up",5,3,"down","3/5"
"ZNF256","down","up","up","down","up",5,3,"up","3/5"
"ZNF257","up","up","down","down","up",5,3,"up","3/5"
"ZNF259P1","up","down","up","up","down",5,3,"up","3/5"
"ZNF26","down","up","up","up","up",5,4,"up","4/5"
"ZNF260",NA,"up","up","up","up",4,4,"up","4/4"
"ZNF263","down",NA,NA,NA,NA,1,1,"down","1/1"
"ZNF264","down","down","up","down","up",5,3,"down","3/5"
"ZNF266","down","down","down","up","down",5,4,"down","4/5"
"ZNF267","down","up","down","down","down",5,4,"down","4/5"
"ZNF268","down","up","down","up","up",5,3,"up","3/5"
"ZNF271P","up","up","down","down","up",5,3,"up","3/5"
"ZNF273","down","up","down","up","up",5,3,"up","3/5"
"ZNF274","up","down","up","down","down",5,3,"down","3/5"
"ZNF275","down","down","up","up","up",5,3,"up","3/5"
"ZNF276","up","down","up","up","down",5,3,"up","3/5"
"ZNF277","down","up","down","up","up",5,3,"up","3/5"
"ZNF28","down","up","down","down","down",5,4,"down","4/5"
"ZNF280A","down","down","down","down","down",5,5,"down","5/5"
"ZNF280B","down","down","up","up","up",5,3,"up","3/5"
"ZNF280C","down","up","up","up","up",5,4,"up","4/5"
"ZNF280D","up",NA,NA,NA,NA,1,1,"up","1/1"
"ZNF281","down","down","down","up","up",5,3,"down","3/5"
"ZNF282","down","down","up","up","down",5,3,"down","3/5"
"ZNF283","down","up","up","up","up",5,4,"up","4/5"
"ZNF284","up","up","up","down","up",5,4,"up","4/5"
"ZNF285","up",NA,NA,NA,NA,1,1,"up","1/1"
"ZNF286A","up","up","up","up","up",5,5,"up","5/5"
"ZNF286B",NA,"up","down","up","up",4,3,"up","3/4"
"ZNF287","up","down","down","up","down",5,3,"down","3/5"
"ZNF292","down","up","down","up","up",5,3,"up","3/5"
"ZNF295-AS1","up","down","down","up","down",5,3,"down","3/5"
"ZNF296","up","down","up","up","down",5,3,"up","3/5"
"ZNF29P",NA,"down","up","down","up",4,2,"tie","2/4"
"ZNF3","down","down","down","up","down",5,4,"down","4/5"
"ZNF30","down","up","up","up","up",5,4,"up","4/5"
"ZNF300","down","up","up","down","up",5,3,"up","3/5"
"ZNF300P1","up","down","down","up","up",5,3,"up","3/5"
"ZNF302","down","up","down","down","up",5,3,"down","3/5"
"ZNF304","down","up","down","down","up",5,3,"down","3/5"
"ZNF311","up","up","up","up","up",5,5,"up","5/5"
"ZNF316",NA,"down","up","down","down",4,3,"down","3/4"
"ZNF317","down","up","up","up","down",5,3,"up","3/5"
"ZNF318","down","up","up","up","down",5,3,"up","3/5"
"ZNF319","up","down","down","down","up",5,3,"down","3/5"
"ZNF32","up","up","down","down","up",5,3,"up","3/5"
"ZNF32-AS3",NA,"down","up","up","down",4,2,"tie","2/4"
"ZNF320","down","up","up","down","up",5,3,"up","3/5"
"ZNF322","down","up","down","up","up",5,3,"up","3/5"
"ZNF324","down","down","up","down","down",5,4,"down","4/5"
"ZNF324B",NA,"down","up","down","down",4,3,"down","3/4"
"ZNF326","down","up","up","up","down",5,3,"up","3/5"
"ZNF329","down","up","up","down","up",5,3,"up","3/5"
"ZNF330","down","down","up","up","down",5,3,"down","3/5"
"ZNF331","down","up","down","down","up",5,3,"down","3/5"
"ZNF333","down","up","up","down","down",5,3,"down","3/5"
"ZNF334",NA,"up","down","up","up",4,3,"up","3/4"
"ZNF335","down","up","down","down","down",5,4,"down","4/5"
"ZNF337","down","up","down","down","up",5,3,"down","3/5"
"ZNF33A","down","up","down","up","up",5,3,"up","3/5"
"ZNF33B","up","up","up","up","up",5,5,"up","5/5"
"ZNF34","up","up","down","down","up",5,3,"up","3/5"
"ZNF341","up","up","up","up","down",5,4,"up","4/5"
"ZNF343","up","up","up","down","down",5,3,"up","3/5"
"ZNF345","down","up","down","down","up",5,3,"down","3/5"
"ZNF346","down","up","down","down","down",5,4,"down","4/5"
"ZNF347","up","up","down","up","up",5,4,"up","4/5"
"ZNF35","down","down","down","down","down",5,5,"down","5/5"
"ZNF350","down","up","down","down","up",5,3,"down","3/5"
"ZNF350-AS1","down",NA,NA,NA,NA,1,1,"down","1/1"
"ZNF354A","down","up","down","down","up",5,3,"down","3/5"
"ZNF354B","down","up","down","up","up",5,3,"up","3/5"
"ZNF354C","down","down","up","down","up",5,3,"down","3/5"
"ZNF358","down","up","down","up","down",5,3,"down","3/5"
"ZNF362","down","up","down","down","down",5,4,"down","4/5"
"ZNF365","up","down","down","down","up",5,3,"down","3/5"
"ZNF366","up","up","up","down","up",5,4,"up","4/5"
"ZNF367","up","down","up","up","down",5,3,"up","3/5"
"ZNF37A","down",NA,NA,NA,NA,1,1,"down","1/1"
"ZNF37BP","down","up","down","down","up",5,3,"down","3/5"
"ZNF382","up","up","up","down","up",5,4,"up","4/5"
"ZNF383","down","up","down","up","down",5,3,"down","3/5"
"ZNF384","down","down","up","up","down",5,3,"down","3/5"
"ZNF385A","down","down","up","down","down",5,4,"down","4/5"
"ZNF385B","down","up","up","down","up",5,3,"up","3/5"
"ZNF385C",NA,"up","down","down","up",4,2,"tie","2/4"
"ZNF385D","down","down","down","up","down",5,4,"down","4/5"
"ZNF385D-AS1","up",NA,NA,NA,NA,1,1,"up","1/1"
"ZNF391",NA,"up","up","up","down",4,3,"up","3/4"
"ZNF394","down","down","down","down","down",5,5,"down","5/5"
"ZNF395","up","up","up","up","down",5,4,"up","4/5"
"ZNF396","up","up","up","down","down",5,3,"up","3/5"
"ZNF397","down","up","down","down","up",5,3,"down","3/5"
"ZNF398","up","up","up","up","up",5,5,"up","5/5"
"ZNF404","down","up","down","down","up",5,3,"down","3/5"
"ZNF407","down","down","up","down","up",5,3,"down","3/5"
"ZNF408","down","down","up","up","down",5,3,"down","3/5"
"ZNF41","up","up","down","up","up",5,4,"up","4/5"
"ZNF410","down",NA,NA,NA,NA,1,1,"down","1/1"
"ZNF414","up","down","down","up","down",5,3,"down","3/5"
"ZNF415","up","up","down","down","up",5,3,"up","3/5"
"ZNF416","down","up","up","up","down",5,3,"up","3/5"
"ZNF417","up","up","down","down","up",5,3,"up","3/5"
"ZNF418","down","down","up","down","down",5,4,"down","4/5"
"ZNF419","down","up","down","up","up",5,3,"up","3/5"
"ZNF420","up","up","down","up","up",5,4,"up","4/5"
"ZNF423","down","down","down","down","up",5,4,"down","4/5"
"ZNF425","down","down","up","up","down",5,3,"down","3/5"
"ZNF426","down","up","down","down","up",5,3,"down","3/5"
"ZNF428","up","up","up","down","down",5,3,"up","3/5"
"ZNF429","down","down","up","down","down",5,4,"down","4/5"
"ZNF43","up","down","down","down","up",5,3,"down","3/5"
"ZNF430","down","up","down","down","up",5,3,"down","3/5"
"ZNF431","up","up","down","up","up",5,4,"up","4/5"
"ZNF432","up","up","up","down","up",5,4,"up","4/5"
"ZNF433","down",NA,NA,NA,NA,1,1,"down","1/1"
"ZNF436","down","up","up","down","up",5,3,"up","3/5"
"ZNF436-AS1","down","up","down","down","up",5,3,"down","3/5"
"ZNF438","down","down","down","down","up",5,4,"down","4/5"
"ZNF439","down","up","down","down","up",5,3,"down","3/5"
"ZNF44","down","down","down","down","down",5,5,"down","5/5"
"ZNF440","down","down","up","up","down",5,3,"down","3/5"
"ZNF441","up","up","down","down","down",5,3,"down","3/5"
"ZNF442","up","down","down","up","up",5,3,"up","3/5"
"ZNF443","down","down","down","up","up",5,3,"down","3/5"
"ZNF444","up","down","up","down","down",5,3,"down","3/5"
"ZNF445","down","down","down","up","down",5,4,"down","4/5"
"ZNF446","down","down","down","up","down",5,4,"down","4/5"
"ZNF449","up","up","down","up","up",5,4,"up","4/5"
"ZNF45","up","up","up","down","down",5,3,"up","3/5"
"ZNF451","down","up","down","up","up",5,3,"up","3/5"
"ZNF454","up",NA,NA,NA,NA,1,1,"up","1/1"
"ZNF460",NA,"down","up","down","down",4,3,"down","3/4"
"ZNF461","up","up","down","down","up",5,3,"up","3/5"
"ZNF462","down","up","up","up","up",5,4,"up","4/5"
"ZNF467","up","down","up","down","down",5,3,"down","3/5"
"ZNF468",NA,"up","up","up","up",4,4,"up","4/4"
"ZNF469","up","down","down","down","up",5,3,"down","3/5"
"ZNF470",NA,"up","down","up","up",4,3,"up","3/4"
"ZNF471","up","up","down","down","up",5,3,"up","3/5"
"ZNF473","up","up","up","up","down",5,4,"up","4/5"
"ZNF474",NA,"down","down","down","down",4,4,"down","4/4"
"ZNF479","up",NA,NA,NA,NA,1,1,"up","1/1"
"ZNF48","up","down","down","up","up",5,3,"up","3/5"
"ZNF480","up","up","down","up","up",5,4,"up","4/5"
"ZNF483","up","up","up","down","down",5,3,"up","3/5"
"ZNF484","down","down","up","up","down",5,3,"down","3/5"
"ZNF485","down","up","up","up","up",5,4,"up","4/5"
"ZNF486","down","up","down","down","up",5,3,"down","3/5"
"ZNF488","up","down","up","down","down",5,3,"down","3/5"
"ZNF490","down","down","up","up","up",5,3,"up","3/5"
"ZNF491","down","down","up","up","up",5,3,"up","3/5"
"ZNF492","down","down","down","up","up",5,3,"down","3/5"
"ZNF493","down","down","down","up","up",5,3,"down","3/5"
"ZNF496","up","up","down","down","up",5,3,"up","3/5"
"ZNF497","up","up","up","down","down",5,3,"up","3/5"
"ZNF500","up","up","up","down","down",5,3,"up","3/5"
"ZNF501","up","up","down","up","up",5,4,"up","4/5"
"ZNF502","down","up","down","up","down",5,3,"down","3/5"
"ZNF503","down","up","down","up","down",5,3,"down","3/5"
"ZNF503-AS1","down","up","up","up","down",5,3,"up","3/5"
"ZNF503-AS2",NA,"down","up","up","up",4,3,"up","3/4"
"ZNF506","down","down","up","up","up",5,3,"up","3/5"
"ZNF507","down","up","down","up","up",5,3,"up","3/5"
"ZNF510","down","up","up","down","up",5,3,"up","3/5"
"ZNF511","up","down","up","up","down",5,3,"up","3/5"
"ZNF512","down","up","up","down","down",5,3,"down","3/5"
"ZNF512B","down","up","down","down","up",5,3,"down","3/5"
"ZNF513","down","down","up","down","down",5,4,"down","4/5"
"ZNF514","down","up","down","up","up",5,3,"up","3/5"
"ZNF516","down","up","down","down","up",5,3,"down","3/5"
"ZNF517","up","down","up","up","down",5,3,"up","3/5"
"ZNF518A","up","up","down","up","down",5,3,"up","3/5"
"ZNF518B","down","down","down","down","up",5,4,"down","4/5"
"ZNF519","up","up","down","up","up",5,4,"up","4/5"
"ZNF521","down","down","down","down","up",5,4,"down","4/5"
"ZNF524","up","down","down","down","down",5,4,"down","4/5"
"ZNF525","up",NA,NA,NA,NA,1,1,"up","1/1"
"ZNF526","up","down","up","down","down",5,3,"down","3/5"
"ZNF527","down","down","down","up","up",5,3,"down","3/5"
"ZNF528","down","down","up","up","up",5,3,"up","3/5"
"ZNF529","down","up","down","down","up",5,3,"down","3/5"
"ZNF529-AS1","up","down","down","up","up",5,3,"up","3/5"
"ZNF530","up","up","up","down","down",5,3,"up","3/5"
"ZNF532","down","up","down","down","up",5,3,"down","3/5"
"ZNF536","up","down","down","down","down",5,4,"down","4/5"
"ZNF540","down","up","down","up","up",5,3,"up","3/5"
"ZNF541",NA,"down","down","down","up",4,3,"down","3/4"
"ZNF542P","up","up","down","down","up",5,3,"up","3/5"
"ZNF543","down","down","up","down","down",5,4,"down","4/5"
"ZNF544","up","up","up","up","up",5,5,"up","5/5"
"ZNF546","down","up","down","up","up",5,3,"up","3/5"
"ZNF547","up","down","up","up","down",5,3,"up","3/5"
"ZNF548","down","up","up","down","up",5,3,"up","3/5"
"ZNF549","up","up","down","down","up",5,3,"up","3/5"
"ZNF550","down","up","up","up","up",5,4,"up","4/5"
"ZNF551","up","up","down","down","down",5,3,"down","3/5"
"ZNF552","down","up","up","down","down",5,3,"down","3/5"
"ZNF554","down","down","down","down","down",5,5,"down","5/5"
"ZNF555","down","up","down","down","down",5,4,"down","4/5"
"ZNF556","up","down","up","up","down",5,3,"up","3/5"
"ZNF557","up","up","up","up","down",5,4,"up","4/5"
"ZNF558","up","up","down","up","down",5,3,"up","3/5"
"ZNF559","down","up","down","down","up",5,3,"down","3/5"
"ZNF559-ZNF177",NA,"up","up","up","up",4,4,"up","4/4"
"ZNF560","up","down","down","up","up",5,3,"up","3/5"
"ZNF561","up","up","up","up","up",5,5,"up","5/5"
"ZNF561-AS1",NA,"up","up","down","up",4,3,"up","3/4"
"ZNF562","down","down","up","up","up",5,3,"up","3/5"
"ZNF563","down","up","down","down","up",5,3,"down","3/5"
"ZNF564","up","down","down","up","down",5,3,"down","3/5"
"ZNF565","up","up","down","down","down",5,3,"down","3/5"
"ZNF566","down","up","down","up","up",5,3,"up","3/5"
"ZNF567","down","up","up","up","down",5,3,"up","3/5"
"ZNF568","down","up","up","down","down",5,3,"down","3/5"
"ZNF569","up","up","down","down","up",5,3,"up","3/5"
"ZNF57","down","up","down","up","down",5,3,"down","3/5"
"ZNF570","down","up","down","down","up",5,3,"down","3/5"
"ZNF571","up","up","down","down","up",5,3,"up","3/5"
"ZNF571-AS1",NA,"up","up","down","up",4,3,"up","3/4"
"ZNF572","up","up","down","up","up",5,4,"up","4/5"
"ZNF573","down","up","down","up","up",5,3,"up","3/5"
"ZNF574","up","down","down","up","down",5,3,"down","3/5"
"ZNF575","up","down","down","down","down",5,4,"down","4/5"
"ZNF576","up","down","down","up","down",5,3,"down","3/5"
"ZNF577","down","down","down","up","up",5,3,"down","3/5"
"ZNF578","down","up","down","up","up",5,3,"up","3/5"
"ZNF579","down","down","up","down","up",5,3,"down","3/5"
"ZNF580","down","down","up","down","up",5,3,"down","3/5"
"ZNF581","up","up","up","up","down",5,4,"up","4/5"
"ZNF582","down","down","up","down","up",5,3,"down","3/5"
"ZNF582-AS1",NA,"down","down","down","down",4,4,"down","4/4"
"ZNF583","down","down","down","down","up",5,4,"down","4/5"
"ZNF584","down","up","up","down","down",5,3,"down","3/5"
"ZNF585A","up","up","down","up","up",5,4,"up","4/5"
"ZNF585B","down","up","down","down","up",5,3,"down","3/5"
"ZNF586","down","down","down","up","down",5,4,"down","4/5"
"ZNF587","down","up","down","up","down",5,3,"down","3/5"
"ZNF587B","down","up","up","down","down",5,3,"down","3/5"
"ZNF589","down","down","down","up","down",5,4,"down","4/5"
"ZNF592","down","up","up","down","up",5,3,"up","3/5"
"ZNF593","up","down","up","up","down",5,3,"up","3/5"
"ZNF594","up","up","up","down","up",5,4,"up","4/5"
"ZNF595","up","down","up","down","up",5,3,"up","3/5"
"ZNF596","down","up","up","down","down",5,3,"down","3/5"
"ZNF597","up","down","down","up","down",5,3,"down","3/5"
"ZNF598","up","down","up","up","down",5,3,"up","3/5"
"ZNF599","up","up","up","down","down",5,3,"up","3/5"
"ZNF600","up","up","down","up","down",5,3,"up","3/5"
"ZNF605","up","up","up","up","up",5,5,"up","5/5"
"ZNF606","down","up","up","down","up",5,3,"up","3/5"
"ZNF607","down","up","up","down","up",5,3,"up","3/5"
"ZNF608","down","up","up","up","up",5,4,"up","4/5"
"ZNF609","down","down","up","up","up",5,3,"up","3/5"
"ZNF610","up","down","down","down","up",5,3,"down","3/5"
"ZNF611","down","up","down","down","up",5,3,"down","3/5"
"ZNF613","down","down","down","up","down",5,4,"down","4/5"
"ZNF614","up","up","up","down","up",5,4,"up","4/5"
"ZNF615","up","up","down","down","up",5,3,"up","3/5"
"ZNF616","down","up","up","up","down",5,3,"up","3/5"
"ZNF618","down","up","up","down","up",5,3,"up","3/5"
"ZNF619","up","down","up","down","down",5,3,"down","3/5"
"ZNF620","up","down","up","down","up",5,3,"up","3/5"
"ZNF621","down","up","down","down","up",5,3,"down","3/5"
"ZNF622","down","down","up","down","down",5,4,"down","4/5"
"ZNF623","down","up","down","up","up",5,3,"up","3/5"
"ZNF624","down","up","down","down","up",5,3,"down","3/5"
"ZNF625","down","down","up","down","down",5,4,"down","4/5"
"ZNF625-ZNF20",NA,"up","down","down","down",4,3,"down","3/4"
"ZNF626","down","up","down","down","down",5,4,"down","4/5"
"ZNF627","down","down","down","up","down",5,4,"down","4/5"
"ZNF628","up","up","up","up","up",5,5,"up","5/5"
"ZNF629","up","up","up","up","up",5,5,"up","5/5"
"ZNF630","up","up","down","down","up",5,3,"up","3/5"
"ZNF638","down","up","down","up","up",5,3,"up","3/5"
"ZNF638-IT1",NA,"up","down","up","up",4,3,"up","3/4"
"ZNF639","down","down","down","up","down",5,4,"down","4/5"
"ZNF641","up","up","up","up","up",5,5,"up","5/5"
"ZNF644","up","up","up","up","up",5,5,"up","5/5"
"ZNF645","up","down","up","up","down",5,3,"up","3/5"
"ZNF646","up","down","down","up","down",5,3,"down","3/5"
"ZNF649","down","up","up","down","up",5,3,"up","3/5"
"ZNF649-AS1",NA,"down","down","down","up",4,3,"down","3/4"
"ZNF652","down","up","down","down","up",5,3,"down","3/5"
"ZNF653","up","down","up","up","down",5,3,"up","3/5"
"ZNF654","up","down","down","up","up",5,3,"up","3/5"
"ZNF655","down","up","down","down","up",5,3,"down","3/5"
"ZNF658","down","up","down","down","down",5,4,"down","4/5"
"ZNF660","up","up","down","down","down",5,3,"down","3/5"
"ZNF662",NA,"up","down","up","up",4,3,"up","3/4"
"ZNF663P","up","down","down","down","down",5,4,"down","4/5"
"ZNF664","up","down","up","up","up",5,4,"up","4/5"
"ZNF664-FAM101A",NA,"down","down","up","down",4,3,"down","3/4"
"ZNF664-FAM101A///ZNF664","down",NA,NA,NA,NA,1,1,"down","1/1"
"ZNF665","up","up","down","down","up",5,3,"up","3/5"
"ZNF667","down","up","down","down","up",5,3,"down","3/5"
"ZNF667-AS1","up","up","down","down","up",5,3,"up","3/5"
"ZNF668","up","down","down","down","down",5,4,"down","4/5"
"ZNF669","down","down","up","down","down",5,4,"down","4/5"
"ZNF670","down","down","down","up","down",5,4,"down","4/5"
"ZNF670-ZNF695",NA,"down","down","down","down",4,4,"down","4/4"
"ZNF671","down","down","down","down","up",5,4,"down","4/5"
"ZNF672","down","down","up","down","down",5,4,"down","4/5"
"ZNF674","down","down","down","down","up",5,4,"down","4/5"
"ZNF674-AS1","down","up","down","up","up",5,3,"up","3/5"
"ZNF675","up","up","down","up","up",5,4,"up","4/5"
"ZNF676","down",NA,NA,NA,NA,1,1,"down","1/1"
"ZNF677",NA,"up","down","down","up",4,2,"tie","2/4"
"ZNF678","down","up","down","up","up",5,3,"up","3/5"
"ZNF680","down","up","down","up","down",5,3,"down","3/5"
"ZNF681","down","up","down","up","up",5,3,"up","3/5"
"ZNF682","down","up","up","down","up",5,3,"up","3/5"
"ZNF683","down","down","down","down","down",5,5,"down","5/5"
"ZNF684","down","up","up","down","down",5,3,"down","3/5"
"ZNF687","down","down","up","down","down",5,4,"down","4/5"
"ZNF688","down","down","down","down","down",5,5,"down","5/5"
"ZNF689","down","up","up","down","down",5,3,"down","3/5"
"ZNF69","down",NA,NA,NA,NA,1,1,"down","1/1"
"ZNF691","up","up","up","up","down",5,4,"up","4/5"
"ZNF692","up","up","down","up","up",5,4,"up","4/5"
"ZNF695","down",NA,NA,NA,NA,1,1,"down","1/1"
"ZNF696","up","up","down","up","down",5,3,"up","3/5"
"ZNF697","down","down","down","down","up",5,4,"down","4/5"
"ZNF7","down","up","down","down","up",5,3,"down","3/5"
"ZNF70","down","up","up","down","up",5,3,"up","3/5"
"ZNF700","up","up","up","up","down",5,4,"up","4/5"
"ZNF701","down","down","down","down","down",5,5,"down","5/5"
"ZNF702P","up","up","up","down","up",5,4,"up","4/5"
"ZNF703","up","down","down","up","up",5,3,"up","3/5"
