"gene_symbol","dir_GSE104645","dir_GSE28702","dir_GSE72970","dir_GSE69657","dir_GSE39582"
"STARD10","up","down","down","up","down"
"PITPNA","down","up","up","down","up"
"AFMID","up","up","down","up","down"
"MOB4","down","up","down","up","up"
"PPP1R8","up","up","down","down","up"
"ABI2","down","up","down","down","up"
"TMEM184C","down","up","up","up","up"
"ANKRA2","down","up","up","up","up"
"ATXN7","down","down","up","up","up"
"SDC3","up","down","down","down","down"
"LRRC19","down","down","down","up","up"
"KCNK9","up","down","up","up","down"
"PPP1CA","up","down","down","down","down"
"SUGP2","down","up","down","up","down"
"KLF7","down","down","up","down","up"
"CCDC110","up","up","down","up","down"
"RHOU","down","down","down","down","up"
"GNPDA1","down","down","up","up","up"
"SLC43A1","up","down","down","up","down"
"RBM14","down","down","down","up","down"
"DHTKD1","down","up","up","up","down"
"RNF17","up","down","down","up","down"
"ABCD1","down","down","down","down","up"
"DNAJA4","down","down","up","up","down"
"SPINT1","up","up","up","up","up"
"BEX5","up","up","up","down","up"
"PRPF4","down","down","up","up","down"
"IFITM10","up","down","down","down","down"
"PEX19","down","up","down","down","down"
"ISOC1","down","down","up","up","down"
"PHF6","down","up","up","up","up"
"RAMP2-AS1","up","up","down","up","down"
"PAQR8","down","up","down","up","down"
"RASL11A","up","down","up","up","down"
"COL1A1","up","down","down","down","up"
"VSIG10","up","up","up","up","down"
"KCNN4","up","down","down","up","up"
"EXOC2","down","up","up","up","down"
"EHMT2","up","down","down","up","down"
"LOC728673","down",NA,NA,NA,NA
"KRT38","down","up","down","up","down"
"AP2A2","up","down","down","down","down"
"DNAJC27","down","up","up","up","up"
"TMLHE","down","up","up","up","up"
"ADAP1","up","down","down","up","down"
"TMEM72","up","down","down","down","down"
"ATP6V0C","up","down","up","down","down"
"RAD51","up","down","up","up","down"
"CYP4F30P","down","down","down","up","up"
"FOXP1","up","down","down","up","down"
"PCDHB11","down","down","down","down","down"
"LCT","up","down","up","up","down"
"FAM20C","up","up","down","down","down"
"KDM5D","down","down","up","up","down"
"TRIM41","down","down","down","down","down"
"KCNJ3","down","down","up","up","up"
"TXK","up","up","up","up","up"
"PRRG1","down","down","down","up","up"
"SETD6","down","down","down","up","down"
"TOB2","up","down","down","down","up"
"KRT80","up","up","up","up","up"
"WWOX","down","down","down","down","down"
"PCM1","down","up","up","down","up"
"CUL7","up","down","down","up","down"
"PRPS2","down","up","down","up","up"
"INO80C","up","down","up","up","down"
"MICU3","up","up","up","down","up"
"CDH16","up","up","down","up","down"
"CYP39A1","down","down","up","up","up"
"MDM4","down","down","up","up","up"
"NUDCD2","down","up","up","down","down"
"ZNF586","down","down","down","up","down"
"CDH7","up","down","down","down","down"
"DST","up","down","up","down","up"
"FAM53C","down","down","down","down","up"
"MAP2K6","down","up","up","up","down"
"ARPIN","up","up","down","up","down"
"DAZ2","up",NA,NA,NA,NA
"NDUFS8","up",NA,NA,NA,NA
"VIM","up","down","up","down","up"
"LMO7DN","down","down","down","up","down"
"DACT2","down","up","down","down","down"
"ANKRD50","down","up","down","down","up"
"STON2","up","up","up","up","up"
"DGKE","up","up","up","up","down"
"ERI1","down","up","up","up","down"
"EBF1","down","down","up","down","up"
"GTF3C6","down","down","up","up","up"
"TFCP2","down","up","up","up","down"
"MEN1","up","down","down","up","down"
"TIMD4","up","up","up","down","down"
"MYO7A","down","up","up","down","down"
"GRAMD1B","up","up","down","down","up"
"DPY19L1","down","up","up","up","down"
"RAI2","down","up","up","down","up"
"RCAN1","down","down","up","down","down"
"C2orf16","up","down","down","up","up"
"GLIS3-AS1","up","down","down","up","down"
"STUM","down",NA,NA,NA,NA
"DNAH6","down","up","down","up","down"
"GDF5","up","up","down","down","down"
"TUBA8","up","down","down","down","up"
"CGGBP1","down","down","up","down","up"
"CALD1","down","up","up","down","up"
"HMGCR","down","down","up","up","down"
"VPS51","up","down","down","up","down"
"NCR3","down","down","down","down","down"
"GLIS2","up","down","down","down","up"
"ANKRD10","down","down","up","up","down"
"MMRN2","down","down","up","down","up"
"RBM15","down","up","up","up","up"
"YAE1D1","down","down","down","up","down"
"ST3GAL4","up","down","down","down","down"
"TMEM127","up","down","down","down","down"
"CD200","up","down","up","down","down"
"RNASEH2B","up","down","up","up","up"
"LOC55338","down",NA,NA,NA,NA
"CCDC167","up","up","down","down","up"
"TFAP2C","down","up","up","down","up"
"TXNDC9","down","down","down","up","down"
"C11orf40","up","down","up","up","up"
"C11orf68","up","down","down","down","up"
"SLC27A1","up","down","down","down","up"
"GOLGA8S","down",NA,NA,NA,NA
"USH1G","down","down","down","down","down"
"TUSC1","down","down","down","up","up"
"LYN","up","down","up","up","down"
"KIF2A","down","up","up","up","down"
"KCTD15","down","up","up","down","up"
"BAIAP2","up","up","up","down","down"
"CWF19L2","down","down","up","down","up"
"TMEM144","down","up","up","up","down"
"NR1H3","up","up","down","up","down"
"MXRA8","up","down","down","down","up"
"UQCRFS1","up","down","down","up","down"
"C2orf40","down","down","down","down","up"
"JMJD7","up",NA,NA,NA,NA
"TAOK2","down","down","down","down","down"
"SETD3","up","down","up","up","up"
"POLQ","down","down","up","up","down"
"MYO3B","up","up","up","up","down"
"CEBPZOS","up","down","down","up","down"
"TTC29","down","up","up","down","down"
"POM121L9P","down","down","down","down","up"
"EPX","down","down","down","up","down"
"HNF1A","up","up","down","up","down"
"HSPBP1","up","down","down","down","down"
"ESYT2","down","down","up","up","down"
"ARSI","up","down","down","down","up"
"HOOK1","down","up","up","up","down"
"GJD4","up","up","down","up","down"
"PRTFDC1","down","up","up","up","up"
"CFAP97","down",NA,NA,NA,NA
"MAX","down","up","up","down","down"
"GOLGA6L6","down","down","up","up","down"
"PBXIP1","down","down","down","down","up"
"SAP30L","up","down","down","down","down"
"ZBTB1","down","up","up","down","up"
"HIST1H2BK","down","down","up","down","down"
"CEACAM19","up","up","down","down","down"
"IL3","down","up","down","down","down"
"EYA3","up","down","up","down","down"
"FAM106A","down","up","up","down","up"
"S1PR5","up","down","down","up","down"
"AMZ2P1","up","up","up","down","down"
"ABL2","down","down","up","down","up"
"SHB","down","down","up","down","up"
"IRAK3","down","down","up","down","up"
"TRPA1","down","down","up","up","down"
"MON2","down","up","up","up","up"
"ZNF223","up","up","up","up","up"
"SARDH","up","down","down","up","down"
"ALG9","down","up","up","down","up"
"SLC6A20","up","down","up","down","up"
"FAM134B","down","up","up","down","down"
"SNX6","down","up","down","down","up"
"MIAT","down","down","up","down","up"
"TOE1","down","up","up","down","down"
"ACACA","up","up","up","up","down"
"CDRT1","up","down","down","down","down"
"LOC100287015","down","up","up","up","up"
"DCLK1","down","down","up","down","up"
"SMC1A","up","down","up","up","down"
"LOC285389","up",NA,NA,NA,NA
"CCDC13","down","down","down","up","down"
"ST8SIA2","up","down","down","down","down"
"CILP2","up","down","down","down","up"
"CCDC85B","up","down","down","up","down"
"CFAP57","up",NA,NA,NA,NA
"FBXO2","up","down","down","up","down"
"GLIDR","down","up","up","up","up"
"TMPRSS6","down","down","down","up","down"
"MRPL53","up",NA,NA,NA,NA
"PDPK1","down","down","down","up","down"
"RARRES2","up","down","down","down","down"
"FZR1","up","down","down","down","down"
"TAF1B","up","up","down","up","up"
"NXPH1","up","up","up","down","down"
"C8orf22","up","up","down","up","down"
"CSPG4","down","down","up","down","up"
"RAB37","up","up","up","down","down"
"ECE1","up","down","down","up","down"
"HIRA","down","down","up","down","up"
"NUAK1","up","down","up","down","up"
"UQCRB","up","up","down","down","up"
"RIMS2","down","down","down","down","up"
"GGT7","down","down","down","up","down"
"ADGRL1","up",NA,NA,NA,NA
"IGFL2","up","down","up","down","up"
"RASSF2","down","down","up","down","down"
"CLEC4D","up","down","up","down","down"
"OR1D5","down","down","down","down","up"
"MBD6","down","down","up","up","down"
"MTA1","up","down","up","up","down"
"RFWD2","down","down","up","up","down"
"DNAJB12","down","down","down","up","down"
"PDZD2","down","down","up","down","up"
"TMEM67","up","up","up","up","up"
"HDAC4","down","down","up","down","up"
"ANXA13","up","up","up","up","down"
"RHBDL2","down","down","up","up","down"
"RRAD","up","up","down","down","down"
"PLCB3","up","down","down","up","down"
"VNN1","up","up","up","up","down"
"ITGAD","up","down","down","down","down"
"NCOA2","down","up","down","up","up"
"LINC00849","down",NA,NA,NA,NA
"C17orf100","up","up","up","up","down"
"PITX1","up","down","up","up","down"
"INS-IGF2///INS///IGF2","up",NA,NA,NA,NA
"TRAF1","down","down","down","down","down"
"LHFPL4","down","down","down","down","down"
"TBCEL","up","up","up","up","up"
"C4orf36","up","up","down","up","down"
"PPBP","up","up","up","down","down"
"MAP7D3","up","up","up","down","down"
"UBB","up","up","down","down","down"
"FANCI","up","down","up","up","down"
"SPTY2D1-AS1","up","down","down","up","down"
"QTRT1","up","down","down","up","down"
"GPR89B","down",NA,NA,NA,NA
"CA8","down","down","up","up","down"
"RPL35","up","down","up","down","up"
"CAV1","down","down","up","down","up"
"RNF141","up","up","down","up","up"
"UROC1","down","down","up","down","down"
"CENPBD1P1","up","down","down","up","up"
"NDUFS5","up",NA,NA,NA,NA
"ZNF507","down","up","up","up","up"
"TLR3","down","up","up","up","down"
"CYP26A1","up","down","down","down","down"
"RFC2","down","down","up","up","down"
"DSG2","up","down","up","up","down"
"GAB3","down","down","down","down","down"
"MAL","down","down","down","down","up"
"ZNF124","down","up","up","down","up"
"ZBTB46","up","up","down","down","up"
"EDA2R","up","down","down","up","up"
"WAS","up","down","down","down","down"
"BCAS3","down","up","down","down","down"
"AHI1","down","down","down","up","up"
"DNAJC22","up","up","up","up","down"
"DRAM1","down","down","up","down","up"
"PDZD4","up","down","down","down","down"
"BMPR2","down","up","up","down","up"
"IFNAR2","up","down","down","down","down"
"LYZL6","up","up","up","down","down"
"MCOLN3","down","down","down","up","up"
"SLC24A2","up","down","down","up","up"
"LOC100132593","down",NA,NA,NA,NA
"ELN","up","down","down","down","down"
"CCDC30","up","up","up","down","up"
"SPATA6","down","up","up","up","up"
"ACTRT3","down","down","down","up","up"
"ZNF266","down","down","down","up","down"
"PDLIM4","up","up","down","down","down"
"NANOS3","up","down","down","down","down"
"AFAP1L2","up","down","up","down","up"
"RPSA","up",NA,NA,NA,NA
"LOC105371586","up",NA,NA,NA,NA
"RBMXL3","up",NA,NA,NA,NA
"MTERF1","up","up","down","up","up"
"NKX3-2","down","down","down","down","up"
"NEDD4L","down","up","up","up","down"
"YIF1A","up","down","down","down","down"
"OXGR1","up","down","up","up","up"
"BCL11B","down","down","down","up","down"
"NECTIN1","up",NA,NA,NA,NA
"KCNV1","up","down","up","up","down"
"FAM78B","up","up","up","down","down"
"C2orf54","down","down","down","down","down"
"ANXA10","up","down","up","up","down"
"ADAM18","up","up","down","down","down"
"OLIG3","up","down","up","up","down"
"SMIM8","down","up","up","up","down"
"EIF3A","down","up","up","up","up"
"GPR174","down","down","down","down","down"
"AARS2","up","up","down","down","down"
"TRAPPC2L","down","down","down","up","down"
"SNRPN","down","down","up","up","up"
"F7","down","up","down","down","down"
"DTNBP1","down","down","down","down","down"
"PRDX3","down","up","up","up","down"
"GATC","down","up","down","up","down"
"TMED2","down","up","up","up","down"
"CSGALNACT2","up","up","down","down","up"
"TVP23C-CDRT4","down",NA,NA,NA,NA
"ANAPC10","down","up","up","down","down"
"LHFPL3","down","down","up","up","down"
"C21orf62","up","down","down","up","down"
"ABTB1","up","up","down","down","down"
"DTNB","down","up","down","down","down"
"NRN1","up","up","up","down","down"
"DDX43","down","down","down","up","up"
"ZNF138","down","up","down","up","up"
"SMN2","up",NA,NA,NA,NA
"TAGLN2","up","down","down","up","down"
"SCAPER","down","up","up","down","up"
"WT1-AS","up","down","down","down","up"
"ZC2HC1C","up","up","up","up","up"
"RING1","up","up","down","down","up"
"CCZ1B","down","up","down","up","up"
"PAG1","up","up","up","down","down"
"RPS4Y2","down",NA,NA,NA,NA
"CHST14","up","down","down","down","up"
"CCDC25","down","up","up","up","up"
"HCP5B","down","down","down","down","down"
"NFIC","up","down","up","down","up"
"THAP11","up","down","down","down","down"
"SLC22A10","down",NA,NA,NA,NA
"WFDC6","up","down","up","down","down"
"DAPL1","down","up","down","down","up"
"ERC1","up","down","up","down","up"
"LOC389831","down","up","up","up","down"
"SERINC2","up","down","down","down","down"
"GGT5","up","up","down","down","up"
"PRUNE2","down","down","up","down","up"
"SAYSD1","down","down","up","up","down"
"LOC389705","down",NA,NA,NA,NA
"CDK11A","up",NA,NA,NA,NA
"PAPLN","down","up","down","down","down"
"SH2D3C","up","down","down","down","up"
"SETDB2","down","down","down","down","up"
"RHOBTB2","up","up","up","down","down"
"SPIN4","down","up","up","up","up"
"LOC100287525","up","down","up","down","down"
"TPSG1","down","up","up","down","down"
"C6orf118","up","down","down","up","down"
"HPCA","up","up","down","down","down"
"TMEM47","down","up","down","down","up"
"MR1","down","up","down","down","up"
"PDZK1IP1","up","down","up","up","down"
"PIN1P1","up","down","down","down","down"
"ABHD6","down","down","up","up","down"
"CYC1","up","down","down","up","down"
"LOC105379362","down",NA,NA,NA,NA
"CEBPB","down","down","up","down","up"
"LOC341056","down",NA,NA,NA,NA
"PTGR2","up","up","up","up","up"
"SAFB2","down","down","down","up","down"
"AKR1A1","up","down","up","down","down"
"EMSY","down",NA,NA,NA,NA
"RELA","down","down","down","up","down"
"MRPL54","up","down","down","down","down"
"ACOX3","down","down","up","down","down"
"SERHL2","down","down","down","up","up"
"C1QTNF5","up",NA,NA,NA,NA
"RCSD1","up","up","up","down","down"
"USP51","up","down","up","up","up"
"SHISA2","down","up","down","down","up"
"TMEM8B","down","down","down","down","up"
"PCLO","down","down","down","up","down"
"SNRPC","down","up","down","up","down"
"ICAM4","up","up","up","down","up"
"EPHB4","up","down","down","up","down"
"HEY2","up","down","up","down","up"
"IKBIP","up","down","up","down","up"
"ABCC4","down","down","up","up","down"
"CD1E","up","up","up","up","down"
"FGFR2","down","down","down","down","down"
"BANF2","up","down","up","up","down"
"KRTAP1-5","up","down","up","up","down"
"FGFBP1","up","down","up","up","down"
"NCKAP1L","down","down","down","down","down"
"MOGS","down","down","up","up","down"
"HGS","up","up","down","down","down"
"SRGAP1","down","up","down","up","up"
"ARHGEF7","down","down","down","down","up"
"STRA8","up",NA,NA,NA,NA
"GFPT1","up","down","up","up","down"
"NELL1","down","up","up","down","down"
"ABCC5","up","up","down","up","up"
"EML1","down","down","up","down","up"
"ENTPD5","down","down","down","up","down"
"SAR1B","down","down","up","up","up"
"CCDC70","down","down","up","down","down"
"CDKN1B","down","down","up","down","up"
"RARRES1","down","up","up","down","down"
"TRIM26","down","down","down","down","down"
"COQ7","down","down","up","up","down"
"RPL19","up","up","up","down","down"
"CCDC59","down","up","up","up","up"
"PRPSAP1","down","up","up","up","down"
"DNAH17","down","up","down","up","down"
"GRIP2","down","up","down","up","up"
"MRPL55","up","down","down","down","down"
"SH3BP5","up","down","down","down","up"
"IRF9","down","down","down","down","down"
"SLC35E3","up","up","up","down","down"
"ERVV-1","up","down","up","down","down"
"PLCD3","up","up","down","up","down"
"TCP10L","down","down","down","down","up"
"GPR161","down","up","up","down","down"
