"Gene","Priority"
"TSPAN17","Tier4_MultiDataset_DEG"
"TSPYL1","Tier4_MultiDataset_DEG"
"TSR3","Tier4_MultiDataset_DEG"
"TTBK2","Tier4_MultiDataset_DEG"
"TTC12","Tier4_MultiDataset_DEG"
"TTC14","Tier4_MultiDataset_DEG"
"TTC17","Tier4_MultiDataset_DEG"
"TTC40","Tier4_MultiDataset_DEG"
"TTC5","Tier4_MultiDataset_DEG"
"TTLL5","Tier4_MultiDataset_DEG"
"TTLL7","Tier4_MultiDataset_DEG"
"TUBA4B","Tier4_MultiDataset_DEG"
"TUBD1","Tier4_MultiDataset_DEG"
"TUBGCP4","Tier4_MultiDataset_DEG"
"TUBGCP5","Tier4_MultiDataset_DEG"
"TUSC2","Tier4_MultiDataset_DEG"
"TXNDC15","Tier4_MultiDataset_DEG"
"TYSND1","Tier4_MultiDataset_DEG"
"U2SURP","Tier4_MultiDataset_DEG"
"UACA","Tier4_MultiDataset_DEG"
"UBA1","Tier4_MultiDataset_DEG"
"UBA6","Tier4_MultiDataset_DEG"
"UBALD1","Tier4_MultiDataset_DEG"
"UBE2I","Tier4_MultiDataset_DEG"
"UBE2W","Tier4_MultiDataset_DEG"
"UBE3A","Tier4_MultiDataset_DEG"
"UBN2","Tier4_MultiDataset_DEG"
"UBQLN2","Tier4_MultiDataset_DEG"
"UBR1","Tier4_MultiDataset_DEG"
"UBR3","Tier4_MultiDataset_DEG"
"UCKL1","Tier4_MultiDataset_DEG"
"UFL1","Tier4_MultiDataset_DEG"
"UFSP1","Tier4_MultiDataset_DEG"
"ULK2","Tier4_MultiDataset_DEG"
"UNC5C","Tier4_MultiDataset_DEG"
"UNG","Tier4_MultiDataset_DEG"
"UNK","Tier4_MultiDataset_DEG"
"UPF1","Tier4_MultiDataset_DEG"
"UQCRC1","Tier4_MultiDataset_DEG"
"USE1","Tier4_MultiDataset_DEG"
"USP14","Tier4_MultiDataset_DEG"
"USP22","Tier4_MultiDataset_DEG"
"USP24","Tier4_MultiDataset_DEG"
"USP32 /// USP6","Tier4_MultiDataset_DEG"
"USP34","Tier4_MultiDataset_DEG"
"USP38","Tier4_MultiDataset_DEG"
"USP42","Tier4_MultiDataset_DEG"
"USP46","Tier4_MultiDataset_DEG"
"USP47","Tier4_MultiDataset_DEG"
"USP49","Tier4_MultiDataset_DEG"
"VAC14","Tier4_MultiDataset_DEG"
"VAMP2","Tier4_MultiDataset_DEG"
"VAPA","Tier4_MultiDataset_DEG"
"VEPH1","Tier4_MultiDataset_DEG"
"VLDLR","Tier4_MultiDataset_DEG"
"VPRBP","Tier4_MultiDataset_DEG"
"VPS13D","Tier4_MultiDataset_DEG"
"VPS26A","Tier4_MultiDataset_DEG"
"VPS33A","Tier4_MultiDataset_DEG"
"VPS36","Tier4_MultiDataset_DEG"
"VTI1B","Tier4_MultiDataset_DEG"
"VWA5B1","Tier4_MultiDataset_DEG"
"WARS","Tier4_MultiDataset_DEG"
"WBP11","Tier4_MultiDataset_DEG"
"WBSCR16","Tier4_MultiDataset_DEG"
"WBSCR17","Tier4_MultiDataset_DEG"
"WDFY3","Tier4_MultiDataset_DEG"
"WDR18","Tier4_MultiDataset_DEG"
"WDR20","Tier4_MultiDataset_DEG"
"WDR24","Tier4_MultiDataset_DEG"
"WDR45B","Tier4_MultiDataset_DEG"
"WDR49","Tier4_MultiDataset_DEG"
"WDR55","Tier4_MultiDataset_DEG"
"WDR59","Tier4_MultiDataset_DEG"
"WDR83","Tier4_MultiDataset_DEG"
"WDR88","Tier4_MultiDataset_DEG"
"WDTC1","Tier4_MultiDataset_DEG"
"WHAMMP2 /// WHAMMP3","Tier4_MultiDataset_DEG"
"WHSC1","Tier4_MultiDataset_DEG"
"WIPF3","Tier4_MultiDataset_DEG"
"WIPI2","Tier4_MultiDataset_DEG"
"WIZ","Tier4_MultiDataset_DEG"
"WNK1","Tier4_MultiDataset_DEG"
"WNK2","Tier4_MultiDataset_DEG"
"WSCD2","Tier4_MultiDataset_DEG"
"WT1-AS","Tier4_MultiDataset_DEG"
"WWP2","Tier4_MultiDataset_DEG"
"XIAP","Tier4_MultiDataset_DEG"
"XPO6","Tier4_MultiDataset_DEG"
"XPOT","Tier4_MultiDataset_DEG"
"XPR1","Tier4_MultiDataset_DEG"
"XRCC6BP1","Tier4_MultiDataset_DEG"
"XRN1","Tier4_MultiDataset_DEG"
"XYLB","Tier4_MultiDataset_DEG"
"YAP1","Tier4_MultiDataset_DEG"
"YBEY","Tier4_MultiDataset_DEG"
"YIPF2","Tier4_MultiDataset_DEG"
"YIPF6","Tier4_MultiDataset_DEG"
"YPEL5","Tier4_MultiDataset_DEG"
"YTHDC1","Tier4_MultiDataset_DEG"
"YWHAH","Tier4_MultiDataset_DEG"
"ZAK","Tier4_MultiDataset_DEG"
"ZAN","Tier4_MultiDataset_DEG"
"ZBTB20","Tier4_MultiDataset_DEG"
"ZBTB25","Tier4_MultiDataset_DEG"
"ZBTB33","Tier4_MultiDataset_DEG"
"ZBTB4","Tier4_MultiDataset_DEG"
"ZBTB49","Tier4_MultiDataset_DEG"
"ZBTB7B","Tier4_MultiDataset_DEG"
"ZC3H12D","Tier4_MultiDataset_DEG"
"ZC3H15","Tier4_MultiDataset_DEG"
"ZC3H18","Tier4_MultiDataset_DEG"
"ZC3H6","Tier4_MultiDataset_DEG"
"ZCCHC11","Tier4_MultiDataset_DEG"
"ZCCHC14","Tier4_MultiDataset_DEG"
"ZCCHC8","Tier4_MultiDataset_DEG"
"ZDHHC17","Tier4_MultiDataset_DEG"
"ZDHHC21","Tier4_MultiDataset_DEG"
"ZDHHC3","Tier4_MultiDataset_DEG"
"ZER1","Tier4_MultiDataset_DEG"
"ZFHX4-AS1","Tier4_MultiDataset_DEG"
"ZFP36L1","Tier4_MultiDataset_DEG"
"ZFP64","Tier4_MultiDataset_DEG"
"ZFR","Tier4_MultiDataset_DEG"
"ZFX","Tier4_MultiDataset_DEG"
"ZFYVE16","Tier4_MultiDataset_DEG"
"ZGRF1","Tier4_MultiDataset_DEG"
"ZKSCAN3","Tier4_MultiDataset_DEG"
"ZMIZ1","Tier4_MultiDataset_DEG"
"ZMYM2","Tier4_MultiDataset_DEG"
"ZMYM3","Tier4_MultiDataset_DEG"
"ZMYM4","Tier4_MultiDataset_DEG"
"ZMYM6","Tier4_MultiDataset_DEG"
"ZMYND11","Tier4_MultiDataset_DEG"
"ZNF10","Tier4_MultiDataset_DEG"
"ZNF101","Tier4_MultiDataset_DEG"
"ZNF107","Tier4_MultiDataset_DEG"
"ZNF117","Tier4_MultiDataset_DEG"
"ZNF189","Tier4_MultiDataset_DEG"
"ZNF19","Tier4_MultiDataset_DEG"
"ZNF207","Tier4_MultiDataset_DEG"
"ZNF208","Tier4_MultiDataset_DEG"
"ZNF233","Tier4_MultiDataset_DEG"
"ZNF235","Tier4_MultiDataset_DEG"
"ZNF24","Tier4_MultiDataset_DEG"
"ZNF25","Tier4_MultiDataset_DEG"
"ZNF26","Tier4_MultiDataset_DEG"
"ZNF268","Tier4_MultiDataset_DEG"
"ZNF276","Tier4_MultiDataset_DEG"
"ZNF280A","Tier4_MultiDataset_DEG"
"ZNF280B","Tier4_MultiDataset_DEG"
"ZNF286A","Tier4_MultiDataset_DEG"
"ZNF286A /// ZNF286B","Tier4_MultiDataset_DEG"
"ZNF292","Tier4_MultiDataset_DEG"
"ZNF3","Tier4_MultiDataset_DEG"
"ZNF326","Tier4_MultiDataset_DEG"
"ZNF33A","Tier4_MultiDataset_DEG"
"ZNF346","Tier4_MultiDataset_DEG"
"ZNF396","Tier4_MultiDataset_DEG"
"ZNF407","Tier4_MultiDataset_DEG"
"ZNF408","Tier4_MultiDataset_DEG"
"ZNF449","Tier4_MultiDataset_DEG"
"ZNF451","Tier4_MultiDataset_DEG"
"ZNF461","Tier4_MultiDataset_DEG"
"ZNF503","Tier4_MultiDataset_DEG"
"ZNF516","Tier4_MultiDataset_DEG"
"ZNF518B","Tier4_MultiDataset_DEG"
"ZNF527","Tier4_MultiDataset_DEG"
"ZNF548","Tier4_MultiDataset_DEG"
"ZNF551","Tier4_MultiDataset_DEG"
"ZNF562","Tier4_MultiDataset_DEG"
"ZNF569","Tier4_MultiDataset_DEG"
"ZNF570","Tier4_MultiDataset_DEG"
"ZNF574","Tier4_MultiDataset_DEG"
"ZNF585A","Tier4_MultiDataset_DEG"
"ZNF599","Tier4_MultiDataset_DEG"
"ZNF605","Tier4_MultiDataset_DEG"
"ZNF606","Tier4_MultiDataset_DEG"
"ZNF610","Tier4_MultiDataset_DEG"
"ZNF618","Tier4_MultiDataset_DEG"
"ZNF627","Tier4_MultiDataset_DEG"
"ZNF638","Tier4_MultiDataset_DEG"
"ZNF638 /// ZNF638-IT1","Tier4_MultiDataset_DEG"
"ZNF641","Tier4_MultiDataset_DEG"
"ZNF652","Tier4_MultiDataset_DEG"
"ZNF654","Tier4_MultiDataset_DEG"
"ZNF667","Tier4_MultiDataset_DEG"
"ZNF672","Tier4_MultiDataset_DEG"
"ZNF697","Tier4_MultiDataset_DEG"
"ZNF71","Tier4_MultiDataset_DEG"
"ZNF765","Tier4_MultiDataset_DEG"
"ZNF771","Tier4_MultiDataset_DEG"
"ZNF780B","Tier4_MultiDataset_DEG"
"ZNF787","Tier4_MultiDataset_DEG"
"ZNF789","Tier4_MultiDataset_DEG"
"ZNF8","Tier4_MultiDataset_DEG"
"ZNF800","Tier4_MultiDataset_DEG"
"ZNF81","Tier4_MultiDataset_DEG"
"ZNF83","Tier4_MultiDataset_DEG"
"ZNF830","Tier4_MultiDataset_DEG"
"ZNF84","Tier4_MultiDataset_DEG"
"ZNF853","Tier4_MultiDataset_DEG"
"ZNF880","Tier4_MultiDataset_DEG"
"ZNF99","Tier4_MultiDataset_DEG"
"ZNHIT3","Tier4_MultiDataset_DEG"
"ZNRD1","Tier4_MultiDataset_DEG"
"ZNRF1","Tier4_MultiDataset_DEG"
"ZRANB1","Tier4_MultiDataset_DEG"
"ZRSR2","Tier4_MultiDataset_DEG"
"ZSCAN23","Tier4_MultiDataset_DEG"
"ZXDB","Tier4_MultiDataset_DEG"
"ZYX","Tier4_MultiDataset_DEG"
"ZZZ3","Tier4_MultiDataset_DEG"
"C8orf88","Tier5_WGCNA_Hub"
"LAPTM5","Tier5_WGCNA_Hub"
"RAB11FIP2","Tier5_WGCNA_Hub"
"HLA-DMB","Tier5_WGCNA_Hub"
"CD27","Tier5_WGCNA_Hub"
"ADGRL2","Tier5_WGCNA_Hub"
"LCP1","Tier5_WGCNA_Hub"
"LILRB4","Tier5_WGCNA_Hub"
"IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1","Tier5_WGCNA_Hub"
"IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH","Tier5_WGCNA_Hub"
"IGHM///IGHG1","Tier5_WGCNA_Hub"
"IGHM///IGHG1///IGHA1","Tier5_WGCNA_Hub"
"LOC101060835///HLA-DQB1","Tier5_WGCNA_Hub"
"IGLJ3","Tier5_WGCNA_Hub"
"HLA-DPA1","Tier5_WGCNA_Hub"
"FPR3","Tier5_WGCNA_Hub"
"IGHV4-31///IGHM///IGHG3///IGHG1///IGHA1","Tier5_WGCNA_Hub"
"ZNF573","Tier5_WGCNA_Hub"
"SLAMF8","Tier5_WGCNA_Hub"
"PDZRN4","Tier5_WGCNA_Hub"
"PILRA","Tier5_WGCNA_Hub"
"BMS1P20","Tier5_WGCNA_Hub"
"CDON","Tier5_WGCNA_Hub"
"ZNF260","Tier5_WGCNA_Hub"
"SLC25A27","Tier5_WGCNA_Hub"
"CXorf23","Tier5_WGCNA_Hub"
"IGHV4-31///IGHA1","Tier5_WGCNA_Hub"
